Version,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艦船ID,図鑑番号,艦名,読み,艦種,改装Lv,改装後,耐久,装甲,火力,雷撃,対空,運,速力,射程,スロット数,搭載数,建造時間,解体資源,近代化改修,レア,ドロップ文章,改装弾薬,改装鋼材,搭載燃料,搭載弾薬,ボイス,回避,対潜,索敵,初期装備,制空値,加重対空値
529,0,戦艦ル級,flagship,9,0,0,"[98,98]","[99,99]","[90,90]","[0,0]","[80,80]","[20,20]",5,0,4,"[5,5,5,5,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[40,40]","[0,0]","[30,30]","[509,509,525,528,-1]",0,17
530,0,潜水カ級,,13,0,0,"[19,19]","[7,7]","[0,0]","[42,42]","[0,0]","[1,1]",5,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[1,1]","[0,0]","[6,6]","[513,513,-1,-1,-1]",0,0
531,0,潜水ヨ級,,13,0,0,"[24,24]","[9,9]","[0,0]","[52,52]","[0,0]","[5,5]",5,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[1,1]","[0,0]","[7,7]","[514,514,-1,-1,-1]",0,0
532,0,潜水カ級,elite,13,0,0,"[27,27]","[21,21]","[0,0]","[64,64]","[0,0]","[10,10]",5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[5,5]","[0,0]","[8,8]","[515,513,513,-1,-1]",0,0
533,0,潜水ヨ級,elite,13,0,0,"[34,34]","[27,27]","[0,0]","[74,74]","[0,0]","[10,10]",5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[5,5]","[0,0]","[9,9]","[515,514,514,-1,-1]",0,0
534,0,潜水カ級,flagship,13,0,0,"[37,37]","[30,30]","[0,0]","[86,86]","[0,0]","[20,20]",5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[10,10]","[0,0]","[10,10]","[515,515,513,-1,-1]",0,0
535,0,潜水ヨ級,flagship,13,0,0,"[44,44]","[36,36]","[0,0]","[96,96]","[0,0]","[20,20]",5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[10,10]","[0,0]","[10,10]","[515,515,514,-1,-1]",0,0
536,0,浮遊要塞,,10,0,0,"[88,88]","[40,40]","[50,50]","[40,40]","[20,20]","[1,1]",10,0,3,"[30,30,30,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[5,5]","[0,0]","[10,10]","[505,520,517,-1,-1]",27,8
537,0,浮遊要塞,,10,0,0,"[88,88]","[40,40]","[50,50]","[40,40]","[20,20]","[1,1]",10,0,3,"[30,30,30,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[5,5]","[0,0]","[10,10]","[505,520,517,-1,-1]",27,8
538,0,浮遊要塞,,10,0,0,"[88,88]","[40,40]","[50,50]","[40,40]","[20,20]","[1,1]",10,0,3,"[30,30,30,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[5,5]","[0,0]","[10,10]","[505,520,517,-1,-1]",27,8
539,0,泊地棲鬼,,10,0,0,"[180,180]","[80,80]","[90,90]","[60,60]","[70,70]","[30,30]",5,0,3,"[60,60,60,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[10,10]","[0,0]","[70,70]","[536,520,524,-1,-1]",38,16
540,0,泊地棲姫,,10,0,0,"[300,300]","[90,90]","[96,96]","[90,90]","[80,80]","[40,40]",5,0,3,"[60,60,60,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[20,20]","[0,0]","[80,80]","[536,520,524,-1,-1]",38,17
541,0,戦艦タ級,,8,0,0,"[84,84]","[80,80]","[60,60]","[0,0]","[60,60]","[10,10]",10,0,4,"[4,4,4,4,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[20,20]","[0,0]","[25,25]","[508,508,512,525,-1]",0,15
542,0,戦艦タ級,elite,8,0,0,"[88,88]","[88,88]","[75,75]","[0,0]","[65,65]","[20,20]",10,0,4,"[4,4,4,4,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[40,40]","[0,0]","[30,30]","[509,508,512,528,-1]",0,16
543,0,戦艦タ級,flagship,8,0,0,"[90,90]","[96,96]","[85,85]","[0,0]","[70,70]","[30,30]",10,0,4,"[4,4,4,4,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[55,55]","[0,0]","[35,35]","[509,509,525,529,-1]",0,16
544,0,装甲空母鬼,,10,0,0,"[150,150]","[80,80]","[70,70]","[80,80]","[60,60]","[10,10]",10,0,3,"[80,80,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[10,10]","[0,0]","[70,70]","[520,524,508,-1,-1]",44,15
545,0,装甲空母姫,,10,0,0,"[270,270]","[90,90]","[90,90]","[90,90]","[70,70]","[20,20]",10,0,3,"[96,96,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[20,20]","[0,0]","[80,80]","[520,517,508,-1,-1]",48,16
546,0,南方棲鬼,,10,0,0,"[180,180]","[90,90]","[90,90]","[80,80]","[70,70]","[30,30]",5,0,3,"[0,0,50,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[20,20]","[0,0]","[70,70]","[509,505,520,-1,-1]",35,16
547,0,南方棲戦鬼,,10,0,0,"[240,240]","[10,10]","[120,120]","[90,90]","[80,80]","[40,40]",5,0,3,"[0,70,70,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[25,25]","[0,0]","[80,80]","[509,520,524,-1,-1]",41,17
548,0,南方棲戦姫,,10,0,0,"[350,350]","[120,120]","[160,160]","[100,100]","[80,80]","[50,50]",5,0,3,"[0,0,90,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[30,30]","[0,0]","[90,90]","[509,509,520,-1,-1]",47,17
549,0,護衛要塞,,10,0,0,"[66,66]","[50,50]","[55,55]","[45,45]","[20,20]","[1,1]",10,0,3,"[0,35,35,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[5,5]","[0,0]","[10,10]","[505,520,524,-1,-1]",29,8
550,0,護衛要塞,,10,0,0,"[66,66]","[50,50]","[55,55]","[45,45]","[20,20]","[1,1]",10,0,3,"[0,35,35,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[5,5]","[0,0]","[10,10]","[505,520,517,-1,-1]",29,8
551,0,護衛要塞,,10,0,0,"[66,66]","[50,50]","[55,55]","[45,45]","[20,20]","[1,1]",10,0,3,"[0,35,35,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[5,5]","[0,0]","[10,10]","[505,520,517,-1,-1]",29,8
552,0,駆逐ロ級,flagship,2,0,0,"[43,43]","[24,24]","[33,33]","[60,60]","[24,24]","[20,20]",10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[52,52]","[55,55]","[10,10]","[502,515,542,-1,-1]",0,9
553,0,駆逐ハ級,flagship,2,0,0,"[47,47]","[27,27]","[30,30]","[60,60]","[24,24]","[20,20]",10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[54,54]","[60,60]","[12,12]","[502,515,542,-1,-1]",0,9
554,0,軽巡ホ級,flagship,3,0,0,"[53,53]","[36,36]","[42,42]","[72,72]","[27,27]","[20,20]",10,0,3,"[2,2,2,2,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[44,44]","[70,70]","[20,20]","[504,542,543,-1,-1]",0,10
555,0,軽巡ヘ級,flagship,3,0,0,"[57,57]","[39,39]","[48,48]","[80,80]","[30,30]","[20,20]",10,0,4,"[2,2,2,2,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[46,46]","[80,80]","[24,24]","[506,525,542,543,-1]",0,10
556,0,飛行場姫,,10,0,0,"[500,500]","[140,140]","[70,70]","[0,0]","[120,120]","[10,10]",0,0,4,"[98,98,98,98,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[1,1]","[0,0]","[90,90]","[520,520,524,517,-1]",98,21
557,0,戦艦棲姫,,9,0,0,"[400,400]","[160,160]","[180,180]","[0,0]","[80,80]","[40,40]",5,0,4,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[30,30]","[0,0]","[70,70]","[509,509,512,529,-1]",0,17
558,0,輸送ワ級,flagship,15,0,0,"[130,130]","[65,65]","[55,55]","[0,0]","[40,40]","[20,20]",5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[10,10]","[0,0]","[10,10]","[506,504,504,-1,-1]",0,12
559,0,雷巡チ級,flagship,4,0,0,"[70,70]","[60,60]","[50,50]","[120,120]","[30,30]","[30,30]",10,0,3,"[1,1,1,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[55,55]","[50,50]","[15,15]","[506,515,515,-1,-1]",0,10
560,0,軽母ヌ級,flagship,7,0,0,"[84,84]","[70,70]","[18,18]","[0,0]","[36,36]","[30,30]",5,0,4,"[22,22,22,22,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[40,40]","[0,0]","[40,40]","[520,524,524,517,-1]",23,12
561,0,戦艦レ級,,10,0,0,"[180,180]","[110,110]","[90,90]","[100,100]","[80,80]","[60,60]",10,0,4,"[0,0,0,140,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[45,45]","[90,90]","[50,50]","[509,512,515,546,-1]",94,17
562,0,戦艦レ級,elite,10,0,0,"[270,270]","[130,130]","[130,130]","[120,120]","[100,100]","[70,70]",10,0,4,"[0,0,0,180,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[50,50]","[100,100]","[70,70]","[509,512,541,546,-1]",107,20
563,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
564,0,駆逐イ級,flagship,2,0,0,"[39,39]","[24,24]","[32,32]","[60,60]","[24,24]","[30,30]",10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[60,60]","[82,82]","[10,10]","[531,545,542,-1,-1]",0,24
565,0,空母ヲ級改,flagship,11,0,0,"[160,160]","[120,120]","[40,40]","[0,0]","[90,90]","[30,30]",10,0,4,"[36,36,36,36,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[50,50]","[0,0]","[60,60]","[521,524,518,518,-1]",102,18
566,0,重巡リ級改,flagship,5,0,0,"[88,88]","[80,80]","[88,88]","[80,80]","[58,58]","[40,40]",10,0,4,"[4,4,4,4,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[57,57]","[0,0]","[30,30]","[505,505,515,526,-1]",0,15
567,0,戦艦ル級改,flagship,9,0,0,"[130,130]","[110,110]","[110,110]","[0,0]","[88,88]","[50,50]",5,0,4,"[5,5,5,5,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[43,43]","[0,0]","[36,36]","[509,509,529,526,-1]",0,18
568,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
569,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
570,0,潜水ソ級,,13,0,0,"[33,33]","[15,15]","[24,24]","[70,70]","[0,0]","[15,15]",5,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[5,5]","[0,0]","[10,10]","[515,503,-1,-1,-1]",0,4
571,0,潜水ソ級,elite,13,0,0,"[45,45]","[30,30]","[30,30]","[100,100]","[0,0]","[30,30]",5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[10,10]","[0,0]","[15,15]","[515,515,503,-1,-1]",0,4
572,0,潜水ソ級,flagship,13,0,0,"[48,48]","[42,42]","[30,30]","[135,135]","[0,0]","[45,45]",5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[15,15]","[0,0]","[18,18]","[515,515,515,-1,-1]",0,0
573,0,港湾棲姫,,10,0,0,"[380,380]","[135,135]","[100,100]","[0,0]","[150,150]","[20,20]",0,0,4,"[80,80,80,80,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[1,1]","[0,0]","[100,100]","[521,524,517,517,-1]",80,24
574,0,離島棲鬼,,10,0,0,"[450,450]","[150,150]","[150,150]","[0,0]","[100,100]","[50,50]",0,0,4,"[90,90,90,90,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[10,10]","[0,0]","[80,80]","[521,524,518,518,-1]",159,20
575,0,駆逐イ級後期型,,2,0,0,"[35,35]","[22,22]","[38,38]","[60,60]","[30,30]","[30,30]",10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[48,48]","[72,72]","[20,20]","[502,545,542,-1,-1]",0,10
576,0,駆逐ロ級後期型,,2,0,0,"[37,37]","[26,26]","[38,38]","[66,66]","[32,32]","[36,36]",10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[52,52]","[80,80]","[20,20]","[502,545,542,-1,-1]",0,11
577,0,駆逐ハ級後期型,,2,0,0,"[38,38]","[29,29]","[44,44]","[72,72]","[36,36]","[42,42]",10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[56,56]","[80,80]","[24,24]","[502,515,542,-1,-1]",0,12
578,0,駆逐ニ級後期型,,2,0,0,"[40,40]","[33,33]","[48,48]","[84,84]","[38,38]","[48,48]",10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[66,66]","[88,88]","[28,28]","[502,515,542,-1,-1]",0,12
579,0,空母ヲ級,flagship,11,0,0,"[96,96]","[80,80]","[25,25]","[0,0]","[50,50]","[30,30]",10,0,3,"[32,32,27,5,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[45,45]","[0,0]","[50,50]","[547,548,549,549,-1]",84,14
580,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
581,0,北方棲姫,,10,0,0,"[360,360]","[135,135]","[90,90]","[0,0]","[130,130]","[40,40]",0,0,4,"[0,72,64,36,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[10,10]","[0,0]","[80,80]","[504,521,548,517,-1]",76,22
582,0,北方棲姫,,10,0,0,"[500,500]","[145,145]","[170,170]","[0,0]","[160,160]","[50,50]",0,0,4,"[0,72,80,40,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[20,20]","[0,0]","[100,100]","[504,547,548,549,-1]",109,25
583,0,中間棲姫,,10,0,0,"[550,550]","[135,135]","[100,100]","[0,0]","[140,140]","[50,50]",0,0,5,"[0,64,58,58,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[15,15]","[0,0]","[100,100]","[505,547,548,549,-1]",110,23
584,0,中間棲姫,,10,0,0,"[600,600]","[180,180]","[180,180]","[0,0]","[180,180]","[60,60]",0,0,5,"[0,84,96,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[30,30]","[0,0]","[130,130]","[505,547,548,532,-1]",91,80
585,0,空母棲鬼,,11,0,0,"[250,250]","[138,138]","[120,120]","[0,0]","[100,100]","[50,50]",10,0,4,"[48,48,48,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[46,46]","[0,0]","[100,100]","[547,548,549,532,-1]",96,74
586,0,空母棲姫,,11,0,0,"[350,350]","[150,150]","[180,180]","[0,0]","[130,130]","[70,70]",10,0,4,"[60,52,56,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[53,53]","[0,0]","[130,130]","[547,548,549,532,-1]",106,76
587,0,北方棲姫,,10,0,0,"[300,300]","[125,125]","[80,80]","[0,0]","[120,120]","[40,40]",0,0,4,"[0,72,64,36,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[15,15]","[0,0]","[80,80]","[504,521,548,517,-1]",76,21
588,0,北方棲姫,,10,0,0,"[390,390]","[140,140]","[140,140]","[0,0]","[140,140]","[50,50]",0,0,4,"[0,72,72,40,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[25,25]","[0,0]","[100,100]","[504,547,548,549,-1]",109,23
589,0,北方棲姫,,10,0,0,"[300,300]","[110,110]","[60,60]","[0,0]","[100,100]","[35,35]",0,0,4,"[0,64,48,36,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[5,5]","[0,0]","[80,80]","[504,521,548,517,-1]",72,20
590,0,北方棲姫,,10,0,0,"[390,390]","[125,125]","[140,140]","[0,0]","[120,120]","[40,40]",0,0,4,"[0,64,68,40,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[15,15]","[0,0]","[100,100]","[504,547,548,549,-1]",105,21
591,0,軽巡ツ級,,3,0,0,"[48,48]","[55,55]","[58,58]","[84,84]","[88,88]","[55,55]",10,0,4,"[0,0,3,3,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[69,69]","[96,96]","[48,48]","[550,550,545,525,-1]",0,90
592,0,軽巡ツ級,elite,3,0,0,"[66,66]","[68,68]","[64,64]","[92,92]","[96,96]","[66,66]",10,0,4,"[0,0,3,3,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[74,74]","[98,98]","[58,58]","[550,550,545,525,-1]",0,91
593,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
594,0,重巡ネ級,,5,0,0,"[80,80]","[82,82]","[73,73]","[66,66]","[72,72]","[60,60]",10,0,4,"[0,0,0,4,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[505,505,515,525,-1]",0,16
595,0,重巡ネ級,elite,5,0,0,"[88,88]","[89,89]","[79,79]","[74,74]","[79,79]","[70,70]",10,0,4,"[0,0,0,4,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[505,505,515,525,-1]",0,17
596,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
597,0,駆逐棲姫,,2,0,0,"[150,150]","[100,100]","[59,59]","[90,90]","[60,60]","[70,70]",10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[502,502,515,-1,-1]",0,15
598,0,駆逐棲姫,,2,0,0,"[190,190]","[115,115]","[69,69]","[90,90]","[60,60]","[80,80]",10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[502,502,515,-1,-1]",0,15
599,0,空母水鬼,,11,0,0,"[370,370]","[170,170]","[140,140]","[0,0]","[110,110]","[70,70]",10,0,4,"[66,60,60,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[547,548,549,532,-1]",111,74
600,0,空母水鬼,,11,0,0,"[390,390]","[190,190]","[190,190]","[0,0]","[140,140]","[70,70]",10,0,4,"[66,60,60,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[547,548,549,532,-1]",111,77
601,0,軽巡棲鬼,,3,0,0,"[210,210]","[135,135]","[59,59]","[88,88]","[60,60]","[70,70]",10,0,4,"[0,0,0,3,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[506,506,529,525,-1]",0,15
602,0,軽巡棲鬼,,3,0,0,"[270,270]","[170,170]","[69,69]","[98,98]","[60,60]","[90,90]",10,0,4,"[0,0,0,3,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[506,506,529,525,-1]",0,15
603,0,戦艦水鬼,,9,0,0,"[415,415]","[168,168]","[188,188]","[0,0]","[88,88]","[60,60]",5,0,4,"[0,0,0,6,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[551,551,529,525,-1]",0,18
604,0,戦艦水鬼,,9,0,0,"[500,500]","[200,200]","[198,198]","[0,0]","[96,96]","[90,90]",5,0,4,"[0,0,0,6,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[551,551,529,525,-1]",0,19
605,0,港湾水鬼,,10,0,0,"[450,450]","[120,120]","[120,120]","[0,0]","[100,100]","[60,60]",0,0,4,"[0,0,90,90,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[551,551,547,548,-1]",94,20
606,0,港湾水鬼,,10,0,0,"[450,450]","[140,140]","[130,130]","[0,0]","[120,120]","[65,65]",0,0,4,"[0,0,108,108,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[551,551,547,548,-1]",103,21
607,0,港湾水鬼,,10,0,0,"[500,500]","[140,140]","[140,140]","[0,0]","[140,140]","[70,70]",0,0,4,"[0,0,108,108,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[551,551,547,548,-1]",103,23
608,0,港湾水鬼,,10,0,0,"[500,500]","[160,160]","[160,160]","[0,0]","[160,160]","[75,75]",0,0,4,"[0,0,130,130,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[551,551,547,548,-1]",114,25
609,0,泊地水鬼,,10,0,0,"[330,330]","[200,200]","[120,120]","[0,0]","[80,80]","[70,70]",0,0,4,"[0,0,0,120,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[536,508,508,548,-1]",0,17
610,0,泊地水鬼,,10,0,0,"[330,330]","[220,220]","[130,130]","[0,0]","[90,90]","[75,75]",0,0,4,"[0,0,0,140,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[536,508,508,548,-1]",0,18
611,0,泊地水鬼,,10,0,0,"[430,430]","[220,220]","[140,140]","[0,0]","[100,100]","[80,80]",0,0,4,"[0,0,0,160,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[536,551,551,548,-1]",0,20
612,0,泊地水鬼,,10,0,0,"[430,430]","[240,240]","[150,150]","[0,0]","[110,110]","[85,85]",0,0,4,"[0,0,0,180,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[536,551,551,548,-1]",0,20
613,0,港湾棲姫,,10,0,0,"[490,490]","[177,177]","[180,180]","[0,0]","[170,170]","[65,65]",0,0,4,"[0,0,0,180,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[552,552,536,549,-1]",53,26
614,0,空母ヲ級,flagship,11,0,0,"[96,96]","[80,80]","[25,25]","[0,0]","[50,50]","[30,30]",10,0,3,"[32,32,27,5,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,548,558,549,-1]",100,14
615,0,空母ヲ級,flagship,11,0,0,"[96,96]","[80,80]","[25,25]","[0,0]","[50,50]","[30,30]",10,0,3,"[32,32,27,5,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,557,558,558,-1]",103,14
616,0,空母ヲ級改,flagship,11,0,0,"[160,160]","[120,120]","[40,40]","[0,0]","[90,90]","[30,30]",10,0,3,"[36,36,36,36,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[547,548,549,549,-1]",108,18
617,0,空母ヲ級改,flagship,11,0,0,"[160,160]","[120,120]","[40,40]","[0,0]","[90,90]","[30,30]",10,0,3,"[36,36,36,36,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,548,558,549,-1]",126,18
618,0,空母ヲ級改,flagship,11,0,0,"[160,160]","[120,120]","[40,40]","[0,0]","[90,90]","[30,30]",10,0,3,"[36,36,36,36,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,557,558,558,-1]",132,18
619,0,空母棲鬼,,11,0,0,"[250,250]","[138,138]","[120,120]","[0,0]","[100,100]","[50,50]",10,0,4,"[48,48,48,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,557,558,532,-1]",117,74
620,0,空母棲姫,,11,0,0,"[350,350]","[150,150]","[180,180]","[0,0]","[130,130]","[70,70]",10,0,4,"[60,52,56,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[556,557,558,532,-1]",129,76
621,0,駆逐イ級後期型,elite,2,0,0,"[39,39]","[30,30]","[48,48]","[76,76]","[40,40]",null,10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[502,502,559,-1,-1]",0,12
622,0,駆逐ロ級後期型,elite,2,0,0,"[43,43]","[36,36]","[58,58]","[88,88]","[44,44]",null,10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[502,502,559,-1,-1]",0,13
623,0,駆逐ハ級後期型,elite,2,0,0,"[46,46]","[36,36]","[58,58]","[76,76]","[48,48]",null,10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[502,559,544,-1,-1]",0,13
624,0,駆逐ニ級後期型,elite,2,0,0,"[49,49]","[48,48]","[64,64]","[98,98]","[48,48]",null,10,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[502,502,559,-1,-1]",0,13
